Athlete,Event,Meet,Year,Competition,ResultTime,Rank,ReactionTime,Lane,Temperature,Humidity,Wind,Records,1000_split,2000_split,3000_split,4000_split,gender
Gela HAMBESE,5000m Women,Rabat Diamond League,2024,Diamond League,906.2,8,,,23.0,41.0,,,172.4,344.7,520.8,702.7,1
Esther CHEBET,5000m Women,Rabat Diamond League,2024,Diamond League,909.5,9,,,23.0,41.0,,SB,172.4,344.7,520.8,702.7,1
Frehiwot GESESE,5000m Women,Rabat Diamond League,2024,Diamond League,926.2,10,,,23.0,41.0,,SB,172.4,344.7,520.8,702.7,1
Bontu Edao REBITU,5000m Women,Rabat Diamond League,2024,Diamond League,949.1,11,,,23.0,41.0,,SB,172.4,344.7,520.8,702.7,1
Hagos GEBRHIWET,5000m Men,Golden Gala,2024,Diamond League,771.1,1,,,28.0,53.0,,,151.2,303.3,457.6,622.7,0
Yomif KEJELCHA,5000m Men,Golden Gala,2024,Diamond League,771.3,2,,,28.0,53.0,,,151.2,303.3,457.6,622.7,0
Selemon BAREGA,5000m Men,Golden Gala,2024,Diamond League,771.4,3,,,28.0,53.0,,SB,151.2,303.3,457.6,622.7,0
Jacob KROP,5000m Men,Golden Gala,2024,Diamond League,771.6,4,,,28.0,53.0,,SB,151.2,303.3,457.6,622.7,0
Telahun Haile BEKELE,5000m Men,Golden Gala,2024,Diamond League,771.6,5,,,28.0,53.0,,SB,151.2,303.3,457.6,622.7,0
Berihu AREGAWI,5000m Men,Golden Gala,2024,Diamond League,774.1,6,,,28.0,53.0,,,151.2,303.3,457.6,622.7,0
Mohammed AHMED,5000m Men,Golden Gala,2024,Diamond League,774.9,7,,,28.0,53.0,,,151.2,303.3,457.6,622.7,0
Dominic Lokinyomo LOBALU,5000m Men,Golden Gala,2024,Diamond League,779.2,8,,,28.0,53.0,,,151.2,303.3,457.6,622.7,0
Nicholas KIPKORIR,5000m Men,Golden Gala,2024,Diamond League,787.8,9,,,28.0,53.0,,,151.2,303.3,457.6,622.7,0
Mike FOPPEN,5000m Men,Golden Gala,2024,Diamond League,789.0,10,,,28.0,53.0,,,151.2,303.3,457.6,622.7,0
Hugo HAY,5000m Men,Golden Gala,2024,Diamond League,789.4,11,,,28.0,53.0,,SB,151.2,303.3,457.6,622.7,0
Ronald KWEMOI,5000m Men,Golden Gala,2024,Diamond League,800.0,13,,,28.0,53.0,,,151.2,303.3,457.6,622.7,0
Morgan MCDONALD,5000m Men,Golden Gala,2024,Diamond League,800.5,14,,,28.0,53.0,,,151.2,303.3,457.6,622.7,0
Boki DIRIBA,5000m Men,Golden Gala,2024,Diamond League,801.5,15,,,28.0,53.0,,PB,151.2,303.3,457.6,622.7,0
Selemon BAREGA,5000m Men,Diamond League Shanghai,2024,Diamond League,775.7,1,,,19.0,82.0,,MR|SB,153.8,308.2,464.1,625.2,0
Biniam MEHARY,5000m Men,Diamond League Shanghai,2024,Diamond League,776.4,2,,,19.0,82.0,,SB,153.8,308.2,464.1,625.2,0
Benson KIPLANGAT,5000m Men,Diamond League Shanghai,2024,Diamond League,778.8,3,,,19.0,82.0,,PB,153.8,308.2,464.1,625.2,0
Kuma GIRMA,5000m Men,Diamond League Shanghai,2024,Diamond League,783.5,4,,,19.0,82.0,,SB,153.8,308.2,464.1,625.2,0
Samwel Chebolei MASAI,5000m Men,Diamond League Shanghai,2024,Diamond League,784.0,5,,,19.0,82.0,,,153.8,308.2,464.1,625.2,0
Mike FOPPEN,5000m Men,Diamond League Shanghai,2024,Diamond League,796.6,6,,,19.0,82.0,,,153.8,308.2,464.1,625.2,0
Morgan MCDONALD,5000m Men,Diamond League Shanghai,2024,Diamond League,798.7,7,,,19.0,82.0,,,153.8,308.2,464.1,625.2,0
Nibret KINDE,5000m Men,Diamond League Shanghai,2024,Diamond League,799.0,8,,,19.0,82.0,,SB,153.8,308.2,464.1,625.2,0
Jack RAYNER,5000m Men,Diamond League Shanghai,2024,Diamond League,799.6,9,,,19.0,82.0,,,153.8,308.2,464.1,625.2,0
Bastien AUGUSTO,5000m Men,Diamond League Shanghai,2024,Diamond League,799.8,10,,,19.0,82.0,,,153.8,308.2,464.1,625.2,0
Nibret MELAK,5000m Men,Diamond League Shanghai,2024,Diamond League,800.1,11,,,19.0,82.0,,SB,153.8,308.2,464.1,625.2,0
Sam PARSONS,5000m Men,Diamond League Shanghai,2024,Diamond League,800.3,12,,,19.0,82.0,,,153.8,308.2,464.1,625.2,0
Brian FAY,5000m Men,Diamond League Shanghai,2024,Diamond League,805.4,13,,,19.0,82.0,,,153.8,308.2,464.1,625.2,0
Dan KIBET,5000m Men,Diamond League Shanghai,2024,Diamond League,811.6,14,,,19.0,82.0,,,153.8,308.2,464.1,625.2,0
Lvnan ZHANG,5000m Men National,Diamond League Shanghai,2024,Diamond League,899.6,1,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Jian LI,5000m Men National,Diamond League Shanghai,2024,Diamond League,924.1,2,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Yang XIAO,5000m Men National,Diamond League Shanghai,2024,Diamond League,926.3,3,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Zhuoye LI,5000m Men National,Diamond League Shanghai,2024,Diamond League,968.4,4,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Zhi XIE,5000m Men National,Diamond League Shanghai,2024,Diamond League,984.8,5,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Feng KE,5000m Men National,Diamond League Shanghai,2024,Diamond League,1007.7,6,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Chunhua DING,5000m Men National,Diamond League Shanghai,2024,Diamond League,1020.8,7,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Haigang ZHOU,5000m Men National,Diamond League Shanghai,2024,Diamond League,1023.8,8,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Rui XU,5000m Men National,Diamond League Shanghai,2024,Diamond League,1045.1,9,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Yiyang LI,5000m Men National,Diamond League Shanghai,2024,Diamond League,1066.2,10,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Yonggang SHI,5000m Men National,Diamond League Shanghai,2024,Diamond League,1116.2,11,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Hualong QIN,5000m Men National,Diamond League Shanghai,2024,Diamond League,1201.3,12,,,22.0,67.0,,,173.4,351.5,534.4,731.6,0
Mekedes ALEMESHETE,5000m Women,Diamond League Shanghai,2024,Diamond League,876.7,1,,,21.0,74.0,,WL|PB,174.2,348.4,528.8,707.4,1
Ayal DAGNACHEW,5000m Women,Diamond League Shanghai,2024,Diamond League,876.9,2,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Letesenbet GIDEY,5000m Women,Diamond League Shanghai,2024,Diamond League,877.1,3,,,21.0,74.0,,SB,174.2,348.4,528.8,707.4,1
Wubrist ASCHAL,5000m Women,Diamond League Shanghai,2024,Diamond League,877.3,4,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Caroline NYAGA,5000m Women,Diamond League Shanghai,2024,Diamond League,877.8,5,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Asayech AYICHEW,5000m Women,Diamond League Shanghai,2024,Diamond League,878.7,6,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Margaret AKIDOR,5000m Women,Diamond League Shanghai,2024,Diamond League,879.5,7,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Megan KEITH,5000m Women,Diamond League Shanghai,2024,Diamond League,883.2,8,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Edinah JEBITOK,5000m Women,Diamond League Shanghai,2024,Diamond League,884.6,9,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Yenawa NBRET,5000m Women,Diamond League Shanghai,2024,Diamond League,887.8,10,,,21.0,74.0,,SB,174.2,348.4,528.8,707.4,1
Rose DAVIES,5000m Women,Diamond League Shanghai,2024,Diamond League,887.9,11,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Sarah CHELANGAT,5000m Women,Diamond League Shanghai,2024,Diamond League,894.1,12,,,21.0,74.0,,SB,174.2,348.4,528.8,707.4,1
Lauren RYAN,5000m Women,Diamond League Shanghai,2024,Diamond League,898.7,13,,,21.0,74.0,,,174.2,348.4,528.8,707.4,1
Faith CHEROTICH,5000m Women,Diamond League Shanghai,2024,Diamond League,903.8,14,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Teresiah Muthoni GATERI,5000m Women,Diamond League Shanghai,2024,Diamond League,903.8,15,,,21.0,74.0,,SB,174.2,348.4,528.8,707.4,1
Isobel BATT-DOYLE,5000m Women,Diamond League Shanghai,2024,Diamond League,906.8,16,,,21.0,74.0,,,174.2,348.4,528.8,707.4,1
Maudie SKYRING,5000m Women,Diamond League Shanghai,2024,Diamond League,912.4,17,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Francine NIYOMUKUNZI,5000m Women,Diamond League Shanghai,2024,Diamond League,912.9,18,,,21.0,74.0,,SB,174.2,348.4,528.8,707.4,1
Asmarech ANLEY,5000m Women,Diamond League Shanghai,2024,Diamond League,918.4,19,,,21.0,74.0,,PB,174.2,348.4,528.8,707.4,1
Deshun ZHANG,5000m Women,Diamond League Shanghai,2024,Diamond League,941.3,20,,,21.0,74.0,,SB,174.2,348.4,528.8,707.4,1
Aisha PRAUGHT,5000m Women,Diamond League Shanghai,2024,Diamond League,997.0,21,,,21.0,74.0,,SB,174.2,348.4,528.8,707.4,1
Lamecha GIRMA,5000m Men,Xiamen Diamond League,2024,Diamond League,779.0,1,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Nicholas KIPKORIR,5000m Men,Xiamen Diamond League,2024,Diamond League,779.8,2,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Birhanu BALEW,5000m Men,Xiamen Diamond League,2024,Diamond League,780.5,3,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Samwel Chebolei MASAI,5000m Men,Xiamen Diamond League,2024,Diamond League,780.7,4,,,22.0,97.0,,PB,156.7,312.7,473.7,631.3,0
Addisu YIHUNE,5000m Men,Xiamen Diamond League,2024,Diamond League,781.4,5,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Cornelius KEMBOI,5000m Men,Xiamen Diamond League,2024,Diamond League,782.5,6,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Ronald KWEMOI,5000m Men,Xiamen Diamond League,2024,Diamond League,782.6,7,,,22.0,97.0,,PB,156.7,312.7,473.7,631.3,0
Kuma GIRMA,5000m Men,Xiamen Diamond League,2024,Diamond League,784.5,8,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Benson KIPLANGAT,5000m Men,Xiamen Diamond League,2024,Diamond League,784.7,9,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Stewart MCSWEYN,5000m Men,Xiamen Diamond League,2024,Diamond League,785.2,10,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Muktar EDRIS,5000m Men,Xiamen Diamond League,2024,Diamond League,790.4,11,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Brian FAY,5000m Men,Xiamen Diamond League,2024,Diamond League,795.0,12,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Mohamed ABDILAAHI,5000m Men,Xiamen Diamond League,2024,Diamond League,798.5,13,,,22.0,97.0,,,156.7,312.7,473.7,631.3,0
Jack RAYNER,5000m Men,Xiamen Diamond League,2024,Diamond League,798.7,14,,,22.0,97.0,,,156.7,312.7,473.7,631.3,0
Sam PARSONS,5000m Men,Xiamen Diamond League,2024,Diamond League,800.3,15,,,22.0,97.0,,,156.7,312.7,473.7,631.3,0
Nibret MELAK,5000m Men,Xiamen Diamond League,2024,Diamond League,803.1,16,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Dan KIBET,5000m Men,Xiamen Diamond League,2024,Diamond League,804.6,17,,,22.0,97.0,,SB,156.7,312.7,473.7,631.3,0
Matthew RAMSDEN,5000m Men,Xiamen Diamond League,2024,Diamond League,806.6,18,,,22.0,97.0,,,156.7,312.7,473.7,631.3,0
Xiaokan WANG,5000m Men National,Xiamen Diamond League,2024,Diamond League,953.9,1,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Zhiming CHEN,5000m Men National,Xiamen Diamond League,2024,Diamond League,956.5,2,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Wenzhui ZHANG,5000m Men National,Xiamen Diamond League,2024,Diamond League,957.3,3,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Guangyin LUO,5000m Men National,Xiamen Diamond League,2024,Diamond League,988.2,4,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Xieguo ZHONG,5000m Men National,Xiamen Diamond League,2024,Diamond League,992.7,5,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Shinchang HUANG,5000m Men National,Xiamen Diamond League,2024,Diamond League,1013.8,6,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Jian SUN,5000m Men National,Xiamen Diamond League,2024,Diamond League,1017.0,7,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Zheng FANG,5000m Men National,Xiamen Diamond League,2024,Diamond League,1029.3,8,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Chenjun LUO,5000m Men National,Xiamen Diamond League,2024,Diamond League,1031.8,9,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Bolong CHEN,5000m Men National,Xiamen Diamond League,2024,Diamond League,1037.1,10,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Xushui YE,5000m Men National,Xiamen Diamond League,2024,Diamond League,1048.8,11,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Pan MO,5000m Men National,Xiamen Diamond League,2024,Diamond League,1095.4,12,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Yutiancheng WU,5000m Men National,Xiamen Diamond League,2024,Diamond League,1098.3,13,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Zisheng MENG,5000m Men National,Xiamen Diamond League,2024,Diamond League,1127.8,14,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Ziheng LI,5000m Men National,Xiamen Diamond League,2024,Diamond League,1158.5,15,,,25.0,91.0,,,184.3,378.1,575.8,773.3,0
Xuemei HUANG,5000m Women National,Xiamen Diamond League,2024,Diamond League,1012.2,1,,,26.0,88.0,,,203.8,405.1,608.5,812.8,1
Langqing WANG,5000m Women National,Xiamen Diamond League,2024,Diamond League,1139.0,2,,,26.0,88.0,,,203.8,405.1,608.5,812.8,1
Yixin WEI,5000m Women National,Xiamen Diamond League,2024,Diamond League,1223.0,3,,,26.0,88.0,,,203.8,405.1,608.5,812.8,1
Mei LIN,5000m Women National,Xiamen Diamond League,2024,Diamond League,1282.5,4,,,26.0,88.0,,,203.8,405.1,608.5,812.8,1
Wei PAN,5000m Women National,Xiamen Diamond League,2024,Diamond League,1282.7,5,,,26.0,88.0,,,203.8,405.1,608.5,812.8,1
Anqi CHEN,5000m Women National,Xiamen Diamond League,2024,Diamond League,1294.1,6,,,26.0,88.0,,,203.8,405.1,608.5,812.8,1
Guowei SHI,5000m Women National,Xiamen Diamond League,2024,Diamond League,1339.4,7,,,26.0,88.0,,,203.8,405.1,608.5,812.8,1
Beatrice CHEBET,5000m Women,Weltklasse Zurich,2024,Diamond League,849.5,1,,,30.0,96.0,,WL|MR,168.2,337.2,505.7,679.2,1
Ejgayehu TAYE,5000m Women,Weltklasse Zurich,2024,Diamond League,868.8,2,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Tsigie GEBRESELAMA,5000m Women,Weltklasse Zurich,2024,Diamond League,879.0,3,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Karissa SCHWEIZER,5000m Women,Weltklasse Zurich,2024,Diamond League,887.5,4,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Melknat WUDU,5000m Women,Weltklasse Zurich,2024,Diamond League,887.5,5,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Fotyen TESFAY,5000m Women,Weltklasse Zurich,2024,Diamond League,887.5,6,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Nozomi TANAKA,5000m Women,Weltklasse Zurich,2024,Diamond League,890.0,7,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Elise CRANNY,5000m Women,Weltklasse Zurich,2024,Diamond League,894.3,8,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Whittni MORGAN,5000m Women,Weltklasse Zurich,2024,Diamond League,894.9,9,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Margaret AKIDOR,5000m Women,Weltklasse Zurich,2024,Diamond League,895.7,10,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Francine NIYOMUKUNZI,5000m Women,Weltklasse Zurich,2024,Diamond League,907.1,11,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Gela HAMBESE,5000m Women,Weltklasse Zurich,2024,Diamond League,935.7,12,,,30.0,96.0,,,168.2,337.2,505.7,679.2,1
Agnes Jebet NGETICH,5000m Women,Memorial Van Damme,2025,Diamond League,865.0,1,,,17.0,61.0,,,166.9,335.7,510.7,691.1,1
Likina AMEBAW,5000m Women,Memorial Van Damme,2025,Diamond League,871.5,2,,,17.0,61.0,,,166.9,335.7,510.7,691.1,1
Aleshign BAWEKE,5000m Women,Memorial Van Damme,2025,Diamond League,871.9,3,,,17.0,61.0,,,166.9,335.7,510.7,691.1,1
Josette ANDREWS,5000m Women,Memorial Van Damme,2025,Diamond League,873.2,4,,,17.0,61.0,,,166.9,335.7,510.7,691.1,1
Marta GARCÃA,5000m Women,Memorial Van Damme,2025,Diamond League,873.4,5,,,17.0,61.0,,NR,166.9,335.7,510.7,691.1,1
Maureen KOSTER,5000m Women,Memorial Van Damme,2025,Diamond League,874.0,6,,,17.0,61.0,,PB,166.9,335.7,510.7,691.1,1
Hirut MESHESHA,5000m Women,Memorial Van Damme,2025,Diamond League,875.4,7,,,17.0,61.0,,,166.9,335.7,510.7,691.1,1
Caroline NYAGA,5000m Women,Memorial Van Damme,2025,Diamond League,876.9,8,,,17.0,61.0,,,166.9,335.7,510.7,691.1,1
Nozomi TANAKA,5000m Women,Memorial Van Damme,2025,Diamond League,877.2,9,,,17.0,61.0,,,166.9,335.7,510.7,691.1,1
Jana VAN LENT,5000m Women,Memorial Van Damme,2025,Diamond League,877.5,10,,,17.0,61.0,,NR,166.9,335.7,510.7,691.1,1
Weini KELATI FREZGHI,5000m Women,Memorial Van Damme,2025,Diamond League,877.8,11,,,17.0,61.0,,SB,166.9,335.7,510.7,691.1,1
Marta ALEMAYO,5000m Women,Memorial Van Damme,2025,Diamond League,878.6,12,,,17.0,61.0,,,166.9,335.7,510.7,691.1,1
Karissa SCHWEIZER,5000m Women,Memorial Van Damme,2025,Diamond League,879.3,13,,,17.0,61.0,,SB,166.9,335.7,510.7,691.1,1
Elise VANDERELST,5000m Women,Memorial Van Damme,2025,Diamond League,880.7,14,,,17.0,61.0,,PB,166.9,335.7,510.7,691.1,1
Innes FITZGERALD,5000m Women,Memorial Van Damme,2025,Diamond League,888.8,15,,,17.0,61.0,,,166.9,335.7,510.7,691.1,1
Abeba AREGAWI,5000m Women,Memorial Van Damme,2025,Diamond League,915.9,16,,,17.0,61.0,,,166.9,335.7,510.7,691.1,1
Reynold CHERUIYOT,5000m Men,Doha Diamond League,2025,Diamond League,796.4,1,,,32.0,39.0,,PB,153.7,308.3,478.8,648.2,0
Dominic Lokinyomo LOBALU,5000m Men,Doha Diamond League,2025,Diamond League,797.7,2,,,32.0,39.0,,SB,153.7,308.3,478.8,648.2,0
Birhanu BALEW,5000m Men,Doha Diamond League,2025,Diamond League,797.7,3,,,32.0,39.0,,SB,153.7,308.3,478.8,648.2,0
Samuel TEFERA,5000m Men,Doha Diamond League,2025,Diamond League,798.6,4,,,32.0,39.0,,SB,153.7,308.3,478.8,648.2,0
Edwin KURGAT,5000m Men,Doha Diamond League,2025,Diamond League,799.3,5,,,32.0,39.0,,SB,153.7,308.3,478.8,648.2,0
Cornelius KEMBOI,5000m Men,Doha Diamond League,2025,Diamond League,800.4,6,,,32.0,39.0,,,153.7,308.3,478.8,648.2,0
Mohamed ABDILAAHI,5000m Men,Doha Diamond League,2025,Diamond League,800.9,7,,,32.0,39.0,,,153.7,308.3,478.8,648.2,0
Abdullahi JAMA MOHAMED,5000m Men,Doha Diamond League,2025,Diamond League,802.4,8,,,32.0,39.0,,NR,153.7,308.3,478.8,648.2,0
Gulveer SINGH,5000m Men,Doha Diamond League,2025,Diamond League,804.3,9,,,32.0,39.0,,,153.7,308.3,478.8,648.2,0
Addisu YIHUNE,5000m Men,Doha Diamond League,2025,Diamond League,815.7,10,,,32.0,39.0,,SB,153.7,308.3,478.8,648.2,0
Khairi BEJIGA,5000m Men,Doha Diamond League,2025,Diamond League,816.1,11,,,32.0,39.0,,SB,153.7,308.3,478.8,648.2,0
Cooper TEARE,5000m Men,Doha Diamond League,2025,Diamond League,819.2,12,,,32.0,39.0,,,153.7,308.3,478.8,648.2,0
Getnet WALE,5000m Men,Doha Diamond League,2025,Diamond League,820.3,13,,,32.0,39.0,,SB,153.7,308.3,478.8,648.2,0
Adehena KASAYE,5000m Men,Doha Diamond League,2025,Diamond League,838.6,14,,,32.0,39.0,,SB,153.7,308.3,478.8,648.2,0
Beatrice CHEBET,5000m Women,Prefontaine Classic,2025,Diamond League,838.1,1,,,24.0,40.0,,DLR|WR|MR,167.1,335.4,503.0,674.1,1
Agnes Jebet NGETICH,5000m Women,Prefontaine Classic,2025,Diamond League,841.3,2,,,24.0,40.0,,PB,167.1,335.4,503.0,674.1,1
Gudaf TSEGAY,5000m Women,Prefontaine Classic,2025,Diamond League,844.4,3,,,24.0,40.0,,SB,167.1,335.4,503.0,674.1,1
Margaret AKIDOR,5000m Women,Prefontaine Classic,2025,Diamond League,870.3,4,,,24.0,40.0,,PB,167.1,335.4,503.0,674.1,1
Caroline NYAGA,5000m Women,Prefontaine Classic,2025,Diamond League,870.4,5,,,24.0,40.0,,SB,167.1,335.4,503.0,674.1,1
Medina EISA,5000m Women,Prefontaine Classic,2025,Diamond League,871.1,6,,,24.0,40.0,,,167.1,335.4,503.0,674.1,1
Aleshign BAWEKE,5000m Women,Prefontaine Classic,2025,Diamond League,871.9,7,,,24.0,40.0,,,167.1,335.4,503.0,674.1,1
Fantaye BELAYNEH,5000m Women,Prefontaine Classic,2025,Diamond League,873.3,8,,,24.0,40.0,,PB,167.1,335.4,503.0,674.1,1
Asayech AYICHEW,5000m Women,Prefontaine Classic,2025,Diamond League,874.2,9,,,24.0,40.0,,,167.1,335.4,503.0,674.1,1
Weini KELATI FREZGHI,5000m Women,Prefontaine Classic,2025,Diamond League,878.2,10,,,24.0,40.0,,SB,167.1,335.4,503.0,674.1,1
Hirut MESHESHA,5000m Women,Prefontaine Classic,2025,Diamond League,880.0,11,,,24.0,40.0,,,167.1,335.4,503.0,674.1,1
Janeth CHEPNGETICH,5000m Women,Prefontaine Classic,2025,Diamond League,880.3,12,,,24.0,40.0,,PB,167.1,335.4,503.0,674.1,1
Mekedes ALEMESHETE,5000m Women,Prefontaine Classic,2025,Diamond League,883.3,13,,,24.0,40.0,,SB,167.1,335.4,503.0,674.1,1
Caroline KARIBA,5000m Women,Prefontaine Classic,2025,Diamond League,885.0,14,,,24.0,40.0,,PB,167.1,335.4,503.0,674.1,1
Maurine Jepkoech CHEBOR,5000m Women,Prefontaine Classic,2025,Diamond League,890.7,15,,,24.0,40.0,,PB,167.1,335.4,503.0,674.1,1
Aynadis MEBRATU,5000m Women,Prefontaine Classic,2025,Diamond League,891.4,16,,,24.0,40.0,,,167.1,335.4,503.0,674.1,1
Marta ALEMAYO,5000m Women,Prefontaine Classic,2025,Diamond League,896.3,17,,,24.0,40.0,,SB,167.1,335.4,503.0,674.1,1
Fotyen TESFAY,5000m Women,Prefontaine Classic,2025,Diamond League,904.8,18,,,24.0,40.0,,SB,167.1,335.4,503.0,674.1,1
Hellen Ekalale LOBUN,5000m Women,Prefontaine Classic,2025,Diamond League,910.3,19,,,24.0,40.0,,SB,167.1,335.4,503.0,674.1,1
Yenawa NBRET,5000m Women,Prefontaine Classic,2025,Diamond League,911.0,20,,,24.0,40.0,,,167.1,335.4,503.0,674.1,1
Konstanze KLOSTERHALFEN,5000m Women,Prefontaine Classic,2025,Diamond League,914.2,21,,,24.0,40.0,,SB,167.1,335.4,503.0,674.1,1
Isaac KIMELI,5000m Men,Athletissima,2025,Diamond League,787.7,1,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Grant FISHER,5000m Men,Athletissima,2025,Diamond League,788.5,2,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Eduardo HERRERA,5000m Men,Athletissima,2025,Diamond League,789.5,3,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Samuel TEFERA,5000m Men,Athletissima,2025,Diamond League,789.8,4,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Ishmael Rokitto KIPKURUI,5000m Men,Athletissima,2025,Diamond League,789.8,5,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Edwin KURGAT,5000m Men,Athletissima,2025,Diamond League,789.9,6,,,19.0,85.0,,SB,153.5,312.0,474.3,638.0,0
Hagos GEBRHIWET,5000m Men,Athletissima,2025,Diamond League,790.1,7,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Graham BLANKS,5000m Men,Athletissima,2025,Diamond League,792.9,8,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Abdisa FAYISA,5000m Men,Athletissima,2025,Diamond League,793.2,9,,,19.0,85.0,,PB,153.5,312.0,474.3,638.0,0
Denis KIPKOECH,5000m Men,Athletissima,2025,Diamond League,794.0,10,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Mezgebu SIME,5000m Men,Athletissima,2025,Diamond League,794.9,11,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Thierry NDIKUMWENAYO,5000m Men,Athletissima,2025,Diamond League,796.8,12,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Birhanu BALEW,5000m Men,Athletissima,2025,Diamond League,797.8,13,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Jacob KROP,5000m Men,Athletissima,2025,Diamond League,798.7,14,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Jonas RAESS,5000m Men,Athletissima,2025,Diamond League,808.9,15,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Jack RAYNER,5000m Men,Athletissima,2025,Diamond League,811.2,16,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Luis GRIJALVA,5000m Men,Athletissima,2025,Diamond League,814.2,17,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Brian FAY,5000m Men,Athletissima,2025,Diamond League,816.6,18,,,19.0,85.0,,,153.5,312.0,474.3,638.0,0
Medina EISA,5000m Women,London Athletics Meet,2025,Diamond League,870.6,1,,,19.0,96.0,,,171.5,346.7,525.0,705.6,1
Fantaye BELAYNEH,5000m Women,London Athletics Meet,2025,Diamond League,870.9,2,,,19.0,96.0,,PB,171.5,346.7,525.0,705.6,1
Rose DAVIES,5000m Women,London Athletics Meet,2025,Diamond League,871.5,3,,,19.0,96.0,,AR,171.5,346.7,525.0,705.6,1
Fotyen TESFAY,5000m Women,London Athletics Meet,2025,Diamond League,872.5,4,,,19.0,96.0,,SB,171.5,346.7,525.0,705.6,1
Georgia GRIFFITH,5000m Women,London Athletics Meet,2025,Diamond League,872.8,5,,,19.0,96.0,,PB,171.5,346.7,525.0,705.6,1
